epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
22,3367.16,0.53783,0.5491,0.98754,0.94289,0.90806,0.96621,0.86178,0.47826,0.39997,0.90682,0.000622,0.000622,0.000622
23,3519.18,0.53838,0.55712,0.9866,0.95076,0.91931,0.96822,0.86073,0.49617,0.41526,0.91319,0.000604,0.000604,0.000604
24,3678.69,0.53105,0.53531,0.98118,0.95716,0.90938,0.96889,0.86755,0.4878,0.40354,0.91404,0.000586,0.000586,0.000586
25,3837.85,0.5083,0.51191,0.97116,0.96435,0.92169,0.97277,0.87137,0.46914,0.38469,0.90423,0.000568,0.000568,0.000568
26,4000.53,0.50773,0.51825,0.97828,0.93619,0.9054,0.96604,0.8563,0.48752,0.43235,0.91668,0.00055,0.00055,0.00055
27,4151.7,0.49626,0.50375,0.97472,0.96118,0.9224,0.97284,0.87373,0.47221,0.37556,0.90148,0.000532,0.000532,0.000532
28,4302.36,0.50419,0.49019,0.97319,0.96472,0.90986,0.97061,0.87453,0.46501,0.37427,0.90382,0.000514,0.000514,0.000514
29,4464.53,0.49346,0.4771,0.96733,0.95976,0.92949,0.97472,0.88071,0.44676,0.34982,0.89232,0.000496,0.000496,0.000496
30,4616.02,0.47967,0.45404,0.96484,0.95827,0.89492,0.96812,0.87122,0.45287,0.3854,0.8957,0.000478,0.000478,0.000478
31,4771.42,0.47552,0.46353,0.96737,0.95038,0.9412,0.97553,0.8882,0.44002,0.34717,0.88689,0.00046,0.00046,0.00046
32,4940.73,0.47204,0.45911,0.96339,0.95695,0.92589,0.97594,0.88334,0.44387,0.3648,0.88726,0.000442,0.000442,0.000442
33,5091.68,0.46906,0.44504,0.95745,0.94418,0.92757,0.97207,0.87793,0.44912,0.35839,0.89519,0.000424,0.000424,0.000424
34,5239.29,0.46022,0.43548,0.95287,0.97129,0.92793,0.97763,0.88866,0.43473,0.33956,0.88537,0.000406,0.000406,0.000406
35,5402.23,0.45189,0.43373,0.9505,0.96624,0.9416,0.97999,0.89246,0.42884,0.32523,0.88205,0.000388,0.000388,0.000388
36,5550.81,0.45535,0.41721,0.95766,0.95167,0.94211,0.97561,0.8876,0.44245,0.34226,0.89028,0.00037,0.00037,0.00037
37,5704.04,0.44479,0.40685,0.9511,0.92179,0.92634,0.97364,0.88568,0.43478,0.37617,0.88067,0.000352,0.000352,0.000352
38,5847.4,0.44264,0.40325,0.95131,0.96312,0.92827,0.9789,0.89628,0.42196,0.32275,0.87646,0.000334,0.000334,0.000334
39,6014.78,0.43127,0.39902,0.94669,0.96706,0.93133,0.97791,0.8964,0.41704,0.31775,0.87952,0.000316,0.000316,0.000316
40,6169.53,0.41844,0.38255,0.93878,0.95459,0.94074,0.97999,0.9024,0.40522,0.32056,0.86809,0.000298,0.000298,0.000298
41,6379.99,0.33598,0.28889,0.86486,0.96215,0.93618,0.97389,0.88758,0.43778,0.34303,0.88981,0.00028,0.00028,0.00028
42,6570.11,0.3341,0.28352,0.86471,0.96403,0.9422,0.97617,0.89024,0.42413,0.32554,0.87851,0.000262,0.000262,0.000262
43,6742.1,0.32395,0.27954,0.86033,0.96012,0.92574,0.97392,0.89124,0.41388,0.34006,0.87471,0.000244,0.000244,0.000244
44,6919.44,0.31617,0.2619,0.86356,0.95996,0.93164,0.97185,0.89526,0.40491,0.33687,0.87411,0.000226,0.000226,0.000226
45,7110.9,0.31877,0.26965,0.85822,0.96634,0.92361,0.97391,0.89646,0.40794,0.33953,0.86806,0.000208,0.000208,0.000208
46,7310.11,0.30256,0.25028,0.85047,0.96433,0.92752,0.97258,0.89536,0.40228,0.31681,0.87091,0.00019,0.00019,0.00019
47,7510.85,0.29474,0.2407,0.85073,0.96101,0.93681,0.97726,0.90468,0.39146,0.315,0.86261,0.000172,0.000172,0.000172
48,7724.38,0.29488,0.23608,0.84566,0.96277,0.92962,0.97505,0.90194,0.39695,0.31417,0.86612,0.000154,0.000154,0.000154
49,7963.65,0.28631,0.2254,0.84302,0.96205,0.93388,0.97549,0.90209,0.39037,0.30555,0.86847,0.000136,0.000136,0.000136
50,8137.55,0.27667,0.21832,0.84481,0.95036,0.94483,0.97804,0.90684,0.38068,0.2994,0.86261,0.000118,0.000118,0.000118
